brake,date,driver_number,drs,meeting_key,n_gear,rpm,session_key,speed,throttle
0,2024-02-29T11:46:09.777000+00:00,27,12,1229,8,11078,9465,311,100
0,2024-02-29T11:46:10.377000+00:00,27,12,1229,8,11148,9465,313,99
0,2024-02-29T11:46:10.657000+00:00,27,10,1229,8,10817,9465,312,0
0,2024-02-29T11:46:09.577000+00:00,27,12,1229,8,11060,9465,312,100
0,2024-02-29T11:46:08.817000+00:00,27,12,1229,8,10858,9465,306,100
0,2024-02-29T11:46:10.137000+00:00,27,12,1229,8,11094,9465,313,100
0,2024-02-29T12:12:52.821000+00:00,31,12,1229,8,10886,9465,305,100
0,2024-02-29T11:41:01.935000+00:00,31,12,1229,8,10994,9465,308,100
0,2024-02-29T11:36:48.534000+00:00,31,12,1229,8,10810,9465,303,100
0,2024-02-29T12:06:23.700000+00:00,31,12,1229,8,11088,9465,310,100
0,2024-02-29T11:40:59.176000+00:00,31,12,1229,8,10741,9465,301,100
0,2024-02-29T11:32:43.294000+00:00,31,12,1229,8,10799,9465,302,100
0,2024-02-29T12:12:53.982000+00:00,31,12,1229,8,10991,9465,307,100
0,2024-02-29T11:36:50.695000+00:00,31,12,1229,8,10930,9465,305,100
0,2024-02-29T11:41:03.215000+00:00,31,12,1229,8,11154,9465,310,100
0,2024-02-29T12:07:18.061000+00:00,31,12,1229,8,10711,9465,300,100
0,2024-02-29T11:42:05.376000+00:00,44,12,1229,8,11071,9465,310,100
0,2024-02-29T11:33:13.014000+00:00,44,12,1229,8,10820,9465,301,100
0,2024-02-29T12:03:25.860000+00:00,44,12,1229,8,10803,9465,302,100
0,2024-02-29T12:03:08.140000+00:00,44,12,1229,8,10943,9465,308,100
0,2024-02-29T11:35:21.654000+00:00,44,12,1229,8,10868,9465,305,100
0,2024-02-29T11:35:19.374000+00:00,44,12,1229,8,10785,9465,302,100
0,2024-02-29T12:03:25.580000+00:00,44,12,1229,8,10739,9465,301,100
0,2024-02-29T11:33:17.174000+00:00,44,12,1229,8,10929,9465,307,100
100,2024-02-29T12:03:11.020000+00:00,44,12,1229,8,10782,9465,307,100
0,2024-02-29T12:30:12.304000+00:00,44,8,1229,8,10712,9465,300,100
0,2024-02-29T12:10:37.141000+00:00,55,12,1229,8,10862,9465,305,100
0,2024-02-29T11:44:02.336000+00:00,55,12,1229,8,10656,9465,300,100
0,2024-02-29T12:25:37.024000+00:00,55,12,1229,8,10742,9465,303,100
0,2024-02-29T12:10:37.341000+00:00,55,12,1229,8,10881,9465,306,100
0,2024-02-29T12:06:33.221000+00:00,55,12,1229,8,11011,9465,311,100
0,2024-02-29T12:10:36.901000+00:00,55,12,1229,8,10831,9465,304,100
0,2024-02-29T12:06:30.780000+00:00,55,12,1229,8,10974,9465,309,100
0,2024-02-29T12:06:29.220000+00:00,55,12,1229,8,10862,9465,307,100
0,2024-02-29T12:04:22.220000+00:00,55,12,1229,8,10967,9465,308,100
0,2024-02-29T11:46:05.736000+00:00,55,12,1229,8,10761,9465,303,100
0,2024-02-29T12:05:01.220000+00:00,63,12,1229,8,10877,9465,306,100
0,2024-02-29T11:51:04.378000+00:00,63,12,1229,8,10823,9465,302,100
0,2024-02-29T11:50:09.617000+00:00,63,12,1229,8,10902,9465,305,100
0,2024-02-29T12:05:54.900000+00:00,63,12,1229,8,10784,9465,300,100
0,2024-02-29T11:42:14.136000+00:00,63,12,1229,8,11020,9465,308,100
0,2024-02-29T12:02:59.340000+00:00,63,12,1229,8,10941,9465,306,100
0,2024-02-29T11:42:12.536000+00:00,63,12,1229,8,10853,9465,306,100
0,2024-02-29T11:48:18.017000+00:00,63,12,1229,8,10974,9465,308,100
0,2024-02-29T11:35:45.015000+00:00,63,12,1229,8,10905,9465,306,100
0,2024-02-29T11:42:11.135000+00:00,63,12,1229,8,10758,9465,301,100
